"Data Source","World Development Indicators",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Congo, Dem. Rep.","COD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62984305228.0304","57680364448.4064","51623921241.2037","44670669199.4626","42928514528.7495","43229013628.0989","42786706187.25","40383356962.663","39727469037.1319","38031050160.6014","35402751926.2926","34659232880.2685","35680905680.015","37671123197.9603","40209544343.8915","42676460668.3229","44947266419.7587","47760730566.9975","50734263154.0536","52182758842.1619","55891897117.2762","59734281098.2755","63967589236.2596","69393292416.4297","75965037128.357","81218906049.1927","83167671599.0109","86267287184.0017","91289010440.5752","95291603468.5568","96945315646.9502","",
"Congo, Rep.","COG","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11944634582.5872","12230752471.7243","12550213373.0628","12427261039.9852","11744622177.9785","12212683468.7545","12736666400.8043","12657086161.3392","13130151435.7394","12791104749.6433","13760156337.8139","14283400304.0397","14937847146.276","15059331290.8898","15582888764.4873","16791460058.8811","18132466083.8688","16933185718.9669","18001056071.995","20095890964.9418","22091667237.8234","22578991602.9895","24824958475.4018","24648096918.8933","26303630550.5566","25369698640.5947","22634023588.1404","21642080499.8819","20602102447.5423","20584202113.7423","18948901358.4465","",
"Colombia","COL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","274991424244.065","280495673482.263","291841525550.536","307558388072.402","325441868508.132","342372778617.163","349411465519.565","361397304932.455","363456489277.166","348176723063.739","358360409929.91","364373333183.589","373497170268.023","388131804951.369","408830959760.227","428572430142.391","457359077552.786","488176822634.842","504205845899.389","509952020992.615","532872625250.473","569896039653.114","592193995936.217","622597197313.155","650608032006.342","669839363772.069","683821473440.463","693117074956.624","710890844417.811","734216003375.843","684320459804.005","",
"Comoros","COM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1260037681.63424","1192050620.39762","1293744241.7243","1332634986.79212","1262314730.39102","1307886897.9753","1290993067.74693","1343022072.21687","1360246542.40171","1386423245.37004","1536820756.13278","1572673356.69498","1609237145.08807","1643093428.932","1674635233.08068","1722153809.46527","1767738454.02905","1781881110.28005","1853155855.61207","1912458939.12421","1985131106.15902","2066518443.36704","2132652673.14951","2228619360.89065","2275420510.95462","2300817402.70487","2377220186.60695","2467927827.4934","2557822716.06437","2602720901.54675","2599367673.3827","",
"Cabo Verde","CPV","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","590950870.005027","599248688.045852","664792395.651864","722684587.471318","861314583.354397","983721478.983303","1095339679.85605","1217124212.00066","1369475126.54766","1523166506.73548","1740748844.31747","1779596344.11091","1873041012.76037","1951264062.28141","2150235875.50837","2298870027.04833","2482406073.10979","2859004152.57337","3049142810.48216","3010405708.42955","3054562041.2424","3175794136.98827","3210153634.25249","3235924670.60302","3255703052.05869","3288483544.49253","3443232723.91304","3570702548.67827","3732496854.42604","3944045536.725","3360981311.2476","",
"Costa Rica","CRI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30984203095.7435","31686198239.1376","34601678207.9064","37057425482.5732","38732061055.8403","40340972684.7107","40885761198.6918","43124733259.8472","46210440997.4719","48158123826.2358","50021225873.7262","51767551841.2101","53536385097.9458","55847647136.4729","58318681906.5429","60637821316.2647","65080569800.7981","70427024505.5262","73763980087.9198","73119684220.1584","77039150479.5856","80431306952.1942","84358439807.4615","86462985572.8571","89525599525.2356","92795146906.9343","96696554844.869","100716906502.792","103351564496.012","105683501430.287","101388865781.249","",
"Caribbean small states","CSS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61921483568.4946","63256485817.0449","65045801990.2838","67265463962.6169","69150234977.5707","71117155872.4043","73411272897.4827","76086843534.5255","76983703564.9105","80430568743.8367","83172440074.7388","84993594252.317","88081029171.6199","93339470302.5193","97164858566.6091","100505083958.55","107364417931.897","111046881597.298","112631579343.388","108960376371.387","110572308859.433","112115429915.551","113591050750.16","114711270207.31","115434933262.289","116464963275.081","114990025314.909","115121344636.798","117408095440.414","118241990038.824","110249936013.677","",
"Cuba","CUB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3971608076.26385","3943975495.68254","3959635646.10695","3971046714.91907","3979324832.86722","4006242030.87365","4071781517.20447","4172352985.83484","4263645930.95931","4240992777.22543","4244483367.05985","4270485436.20861","4264553002.99991","4230687898.93278","4182507191.185","4194163626.69861","4152785279.13446","4080536556.8692","3992146786.37141","3856413798.56453","3146833659.62866","",
"Cayman Islands","CYM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4084368236.1927","4213541496.37483","4198482248.45824","3896171271.13241","3790365470.21878","3834677200.11197","3881834283.21493","3931495793.34472","4035858449.38899","4150199252.14048","4284664748.70455","4421090332.81748","4606525933.3088","4782361653.31389","4460494968.19411","",
"Cyprus","CYP","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14631986121.0709","14740189834.4004","16125767533.8373","16238647985.2913","17196728005.4745","18634799106.3392","18867469774.7888","19365739772.6845","20549150451.5049","21576188858.227","22863275477.746","23766960282.6282","24651793875.0447","25298480962.8359","26570069624.0209","27859516122.7287","29172765979.8279","30660013558.9998","31778126609.7815","31137713985.7974","31765044172.7254","31892561112.0523","30793281271.8838","28775373452.8577","28248982925.0725","29204668535.2411","31089699772.5386","32909236997.9538","34782707772.984","36620343406.1305","34705470007.2469","",
"Czech Republic","CZE","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","243714053114.922","215406806391.917","214315679650.506","214448350204.84","220687316286.699","235033787200.869","245058957482.61","243788740831.438","242919471616.35","246281838916.112","256135645814.022","263929793484.532","268073109410.314","277680014493.409","291048255139.485","310262147771.21","331257378446.302","349709536921.897","359104175715.301","342379505288.056","350716111254.443","356889976073.415","354088374418.526","353925834847.049","361932001410.642","381434276021.797","391112348862.469","411327867894.58","424484831837.396","437344507522.895","411988086975.881","",
"Germany","DEU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2915150994424.49","3064064530978.03","3122988837727.55","3092481926945.04","3166450756937.7","3215345395334.72","3241255384570.8","3299343893679.88","3365790462050.97","3429311717966.11","3529190523385.25","3588532749669.38","3581428393772.84","3556354215986.8","3598144512296.86","3624472393448.37","3762798276996.62","3874796279393.35","3911989640347.39","3689247352728.98","3843453557160.8","3994316515792.48","4011032634316.5","4028584564290.57","4117597889907.18","4179029631006.81","4272221986254.43","4386727409191.68","4434368344223.24","4481173467804.77","4276401015885.43","",
"Djibouti","DJI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3558298198.27495","3809568964.23752","4102756651.78943","4375698707.43795","4612122077.43311","4999893743.45265","5388410349.65374","5415352401.40201","",
"Dominica","DMA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","547561849.863366","554941696.827753","566203799.193288","578441807.962415","578641263.285777","596179084.932803","614685689.579015","628120430.288313","651827120.150743","654135103.178216","669443299.246233","669015894.981887","650096132.880139","691397631.624842","712490032.070351","717162985.360542","750578875.428048","798262944.520328","855107711.678439","845106451.892726","850790928.608537","848888979.632194","839899243.272102","831500749.47769","868485465.15249","845113575.297132","866718860.859858","807786936.210854","825673804.673763","888188801.738873","740705836.921639","",
"Denmark","DNK","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200640457977.719","203436651612.772","207417920539.174","207440088600.79","218501753974.24","225117085256.289","231645705325.201","239199417330.996","244505240117.905","251713308780.504","261144660594.85","263294280697.691","264522141915.722","265553933164.062","272639494374.131","279010101422.197","289927788951.14","292563925272.25","291065948985.469","276784659273.733","281963275745.511","285732498126.509","286379681639.879","289052580545.17","293733480145.142","300614454530.98","310372270416.481","319130157564.111","325479371132.153","332362166899.29","325508443702.179","",
"Dominican Republic","DOM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44250527080.5056","44668313515.3248","49680514930.7931","53339242932.0615","54726252212.3122","57837675376.7917","61295110461.0175","66741345949.722","71222678748.0526","75453340861.8657","78970796245.175","80913095904.5511","84550223231.9653","83412425648.447","85556236993.235","93622681739.7202","102211959303.001","109791948851.678","113315726128.944","114387868727.632","123927417834.055","127810588051.823","131283671940.134","137684020201.26","147391382052.013","157601210754.509","168096190995.086","175940743802.656","188225854771.193","197735341211.621","184447052957.51","",
"Algeria","DZA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","225295872150.938","222592320365.833","226598987259.139","221840406809.359","219843850796.084","228197905672.121","237554016313.132","240167110348.4","252415641643.901","260492946093.471","270391678045.025","278503428386.375","294099620376.011","315274793043.086","328831609143.937","348232674083.429","354152629542.85","366193818947.304","374982470602.041","380982190131.674","394697548976.413","406143777896.73","419952666345.218","431711341002.884","448116371960.994","464696677723.552","479566971410.704","485801342039.043","491145156801.472","496056608369.486","470757721342.643","",
"East Asia & Pacific (excluding high income)","EAP","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3482059358486.59","3748472572917.51","4126529025198.36","4551788719292.38","5012686073455.17","5488754489659.23","5967284993311.12","6359270690586.77","6399558073715.37","6768534862770.33","7259658172727.15","7724443189310.26","8309684382103.06","9010167165169.57","9788627890670.25","10699199410920.7","11798978558667.8","13169682243168.3","14238479254427.2","15275837504281.4","16731869816456.9","18100694448401","19443222731378.9","20811674166729.2","22208305197580.5","23645299061540","25163488795653","26812939869635.7","28525393164896.4","30145300540213.8","30409496419783.8","",
"Early-demographic dividend","EAR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9050373636272.96","9444864066940.34","9825399832307.76","10170532772387.5","10526294342467.2","10861471083109.3","11508255098131.7","12026534671730.7","12271904466493","12590924340866.6","13151743773247.8","13349862493660","13658567399383.4","14435863580336.7","15357201693388.6","16291819010102","17293176648708.7","18325616662075.6","18986269117001.2","19324469951386.1","20602726610396.2","21659340599935.5","22600532763107","23652028864879.6","24765575190104.4","26019129582948.8","27392208167106.9","28741203885156.7","29925055491657","30714177338147.9","29367921241653.8","",
